country,year,total,urban,rural,urban_water_improved,urban_water_piped,urban_water_otherimproved,urban_water_unimproved,rural_water_improved,rural_water_piped,rural_water_otherimproved,rural_water_unimproved,total_water_improved,total_water_piped,total_water_otherimproved,total_water_unimproved,urban_sanitation_improved,urban_sanitation_shared,urban_sanitation_opendefecation,urban_sanitation_otherunimproved,urban_sanitation_unimproved,rural_sanitation_improved,rural_sanitation_shared,rural_sanitation_opendefecation,rural_sanitation_otherunimproved,rural_sanitation_unimproved,total_sanitation_improved,total_sanitation_shared,total_sanitation_opendefecation,total_sanitation_otherunimproved,total_sanitation_unimproved
"Maldives","2000","272.25","75.45","196.80","75.00","51.00","24.00","0.00","171.00","0.00","171.00","26.00","246.00","51.00","195.00","26.00","75.45","","0.00","0.00","0.00","145.63","","37.39","13.78","51.17","221.00","","37.00","14.00","51.25"
"Maldives","2005","292.40","99.23","193.17","98.00","84.00","14.00","1.00","166.00","2.00","164.00","27.00","264.00","86.00","178.00","28.00","99.23","","0.00","0.00","0.00","169.99","","21.25","1.93","23.18","269.00","","21.00","2.00","23.40"
"Maldives","2008","305.03","115.58","189.44","114.00","110.00","4.00","2.00","163.00","4.00","159.00","26.00","277.00","114.00","163.00","28.00","115.58","","0.00","0.00","0.00","181.86","","7.58","0.00","7.58","298.00","","8.00","0.00","7.03"
"Mexico","1990","83403.97","59566.28","23837.69","55992.00","52418.00","3574.00","3574.00","15256.00","11919.00","3337.00","8582.00","71248.00","64337.00","6911.00","12156.00","47653.03","3573.98","5956.63","2382.65","11913.25","7151.31","1668.64","12872.35","2145.39","16686.38","54804.00","5243.00","18829.00","4528.00","28599.97"
"Mexico","1995","91649.92","67241.72","24408.21","63207.00","59845.00","3362.00","4035.00","17330.00","13669.00","3661.00","7078.00","80537.00","73514.00","7023.00","11113.00","55810.62","4034.50","5379.34","2017.25","11431.10","10007.36","2440.82","10495.53","1464.49","14400.85","65818.00","6476.00","15875.00","3481.00","25831.92"
"Mexico","2000","99530.62","74371.27","25159.35","70653.00","66934.00","3719.00","3718.00","19373.00","15599.00","3774.00","5786.00","90026.00","82533.00","7493.00","9504.00","63215.58","5205.99","4462.28","1487.43","11155.69","12831.27","3019.12","7799.40","1509.56","12328.08","76047.00","8225.00","12261.00","2997.00","23483.62"
"Mexico","2005","105329.65","80374.95","24954.70","77160.00","73141.00","4019.00","3215.00","20712.00","16969.00","3743.00","4243.00","97872.00","90110.00","7762.00","7458.00","70729.95","5626.25","2411.25","1607.50","9645.00","15222.37","3743.20","4741.39","1247.73","9732.33","85952.00","9369.00","7152.00","2855.00","19377.65"
"Mexico","2008","108555.49","83835.23","24720.26","80482.00","77128.00","3354.00","3353.00","21507.00","17799.00","3708.00","3213.00","101989.00","94927.00","7062.00","6566.00","75451.70","5868.47","1676.70","838.35","8383.53","16809.78","3955.24","2966.43","988.81","7910.48","92262.00","9823.00","4643.00","1827.00","16293.49"
"Marshall Islands","1990","47.29","30.59","16.70","29.00","","29.00","2.00","16.00","","16.00","1.00","45.00","","45.00","3.00","23.56","3.37","","3.67","7.03","6.85","1.50","","8.35","9.85","31.00","5.00","","12.00","16.29"
"Marshall Islands","1995","51.01","33.29","17.72","31.00","","31.00","2.00","17.00","","17.00","1.00","48.00","","48.00","3.00","26.30","3.66","","3.33","6.99","7.80","1.77","","8.15","9.92","34.00","6.00","","11.00","17.01"
"Marshall Islands","2000","52.14","34.33","17.81","32.00","","32.00","2.00","17.00","","17.00","1.00","49.00","","49.00","3.00","27.46","4.12","","2.75","6.87","8.55","1.96","","7.30","9.26","36.00","6.00","","10.00","16.14"
"Marshall Islands","2005","56.72","37.82","18.90","35.00","0.00","35.00","3.00","19.00","0.00","19.00","0.00","54.00","0.00","54.00","3.00","31.01","4.54","1.51","0.76","6.81","9.64","2.08","6.62","0.57","9.26","41.00","7.00","9.00","2.00","15.72"
"Marshall Islands","2008","60.66","41.31","19.35","38.00","0.00","38.00","3.00","19.00","0.00","19.00","0.00","57.00","0.00","57.00","3.00","34.29","4.96","1.65","0.41","7.02","10.25","2.32","6.77","0.00","9.10","44.00","7.00","9.00","0.00","16.66"
"TFYR Macedonia","1990","1909.35","1103.39","805.96","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFYR Macedonia","1995","1963.49","1184.75","778.74","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFYR Macedonia","2000","2011.61","1265.73","745.89","1266.00","1215.00","51.00","0.00","738.00","627.00","111.00","8.00","2004.00","1842.00","162.00","8.00","1164.47","63.29","0.00","37.97","101.26","611.63","52.21","7.46","74.59","134.26","1776.00","115.00","7.00","113.00","235.61"
"TFYR Macedonia","2005","2035.31","1331.85","703.47","1332.00","1279.00","53.00","0.00","696.00","591.00","105.00","7.00","2028.00","1870.00","158.00","7.00","1225.30","66.59","0.00","39.96","106.55","576.84","49.24","7.03","70.35","126.63","1802.00","116.00","7.00","110.00","233.31"
"TFYR Macedonia","2008","2041.34","1365.86","675.48","1366.00","1311.00","55.00","0.00","669.00","567.00","102.00","6.00","2035.00","1878.00","157.00","6.00","1256.59","68.29","0.00","40.98","109.27","553.89","47.28","6.75","67.55","121.59","1811.00","115.00","7.00","109.00","230.34"
"Mali","1990","8654.64","2018.44","6636.20","1090.00","343.00","747.00","928.00","1460.00","0.00","1460.00","5176.00","2550.00","343.00","2207.00","6104.00","726.64","403.69","80.74","807.37","1291.80","1526.33","663.62","2389.03","2057.22","5109.87","2253.00","1068.00","2470.00","2864.00","6401.64"
"Mali","1995","9548.97","2436.80","7112.17","1486.00","512.00","974.00","951.00","1991.00","71.00","1920.00","5121.00","3477.00","583.00","2894.00","6072.00","950.35","511.73","97.47","877.25","1486.45","1778.04","782.34","2275.89","2275.89","5334.13","2728.00","1294.00","2373.00","3153.00","6820.97"
"Mali","2000","10522.94","2932.01","7590.93","2023.00","762.00","1261.00","909.00","2581.00","76.00","2505.00","5010.00","4604.00","838.00","3766.00","5919.00","1202.12","674.36","117.28","938.24","1729.89","2125.46","910.91","2125.46","2429.10","5465.47","3327.00","1585.00","2242.00","3367.00","7195.94"
"Mali","2005","11832.85","3604.52","8228.32","2775.00","1117.00","1658.00","830.00","3291.00","82.00","3209.00","4937.00","6066.00","1199.00","4867.00","5767.00","1585.99","865.09","144.18","1009.27","2018.53","2550.78","1151.97","1974.80","2550.78","5677.54","4137.00","2017.00","2119.00","3560.00","7695.85"
"Mali","2008","12705.74","4085.66","8620.08","3309.00","1389.00","1920.00","777.00","3793.00","86.00","3707.00","4827.00","7102.00","1475.00","5627.00","5604.00","1838.55","1021.41","163.43","1062.27","2247.11","2758.43","1206.81","1810.22","2844.63","5861.65","4597.00","2228.00","1973.00","3907.00","8108.74"
"Malta","1990","360.13","325.49","34.64","325.00","325.00","0.00","0.00","34.00","34.00","0.00","1.00","359.00","359.00","0.00","1.00","325.49","","0.00","0.00","0.00","34.64","","0.00","0.00","0.00","360.00","","0.00","0.00","0.13"
"Malta","1995","377.79","343.58","34.21","344.00","344.00","0.00","0.00","34.00","34.00","0.00","0.00","378.00","378.00","0.00","0.00","343.58","","0.00","0.00","0.00","34.21","","0.00","0.00","0.00","378.00","","0.00","0.00","-0.21"
"Malta","2000","388.91","359.23","29.68","359.00","359.00","0.00","0.00","30.00","30.00","0.00","0.00","389.00","389.00","0.00","0.00","359.23","","0.00","0.00","0.00","29.68","","0.00","0.00","0.00","389.00","","0.00","0.00","-0.09"
"Malta","2005","402.57","376.98","25.58","377.00","377.00","0.00","0.00","26.00","26.00","0.00","0.00","403.00","403.00","0.00","0.00","376.98","","0.00","0.00","0.00","25.58","","0.00","0.00","0.00","403.00","","0.00","0.00","-0.43"
"Malta","2008","407.46","384.22","23.24","384.00","384.00","0.00","0.00","23.00","23.00","0.00","0.00","407.00","407.00","0.00","0.00","384.22","","0.00","0.00","0.00","23.24","","0.00","0.00","0.00","407.00","","0.00","0.00","0.46"
"Myanmar","1990","40844.49","10159.25","30685.24","8839.00","1930.00","6909.00","1320.00","14422.00","307.00","14115.00","16263.00","23261.00","2237.00","21024.00","17583.00","","","","","","","","","","","","","","",""
"Myanmar","1995","43863.72","11460.28","32403.45","9741.00","2063.00","7678.00","1719.00","16526.00","324.00","16202.00","15877.00","26267.00","2387.00","23880.00","17596.00","8824.41","1031.42","229.21","1375.23","2635.87","12637.34","1620.17","8748.93","9397.00","19766.11","21461.00","2651.00","8978.00","10772.00","22402.72"
"Myanmar","2000","46609.82","13062.87","33546.95","10450.00","2221.00","8229.00","2613.00","20128.00","671.00","19457.00","13419.00","30578.00","2892.00","27686.00","16032.00","10580.92","1306.29","130.63","1045.03","2481.95","19792.70","2683.76","4696.57","6373.92","13754.25","30374.00","3990.00","4828.00","7419.00","16235.82"
"Myanmar","2005","48345.42","14816.42","33529.00","11112.00","2222.00","8890.00","3704.00","23135.00","671.00","22464.00","10394.00","34247.00","2893.00","31354.00","14098.00","12742.12","1481.64","0.00","592.66","2074.30","26487.91","3688.19","335.29","3017.61","7041.09","39230.00","5170.00","335.00","3611.00","9115.42"
"Myanmar","2008","49563.02","16145.15","33417.86","12109.00","2422.00","9687.00","4036.00","23058.00","668.00","22390.00","10360.00","35167.00","3090.00","32077.00","14396.00","13884.83","1614.52","0.00","645.81","2260.32","26400.11","3675.96","334.18","3007.61","7017.75","40285.00","5291.00","334.00","3654.00","9278.02"
"Montenegro","1990","586.95","281.96","305.00","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Montenegro","1995","623.73","332.86","290.88","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Montenegro","2000","660.63","386.76","273.87","387.00","379.00","8.00","0.00","263.00","181.00","82.00","11.00","650.00","560.00","90.00","11.00","371.29","11.60","0.00","3.87","15.47","235.53","8.22","2.74","27.39","38.34","607.00","20.00","3.00","31.00","53.63"
"Montenegro","2005","624.62","382.32","242.30","382.00","375.00","7.00","0.00","233.00","160.00","73.00","9.00","615.00","535.00","80.00","9.00","367.03","11.47","0.00","3.82","15.29","208.37","7.27","2.42","24.23","33.93","575.00","18.00","2.00","28.00","49.62"
"Montenegro","2008","622.35","373.82","248.53","374.00","366.00","8.00","0.00","239.00","164.00","75.00","10.00","613.00","530.00","83.00","10.00","358.86","11.21","0.00","3.74","14.96","213.74","7.46","2.49","24.85","34.79","573.00","18.00","2.00","29.00","49.35"
"Mongolia","1990","2216.08","1263.90","952.18","1024.00","657.00","367.00","240.00","257.00","0.00","257.00","695.00","1281.00","657.00","624.00","935.00","","","","","","","","","","","","","","",""
"Mongolia","1995","2269.83","1289.38","980.45","1057.00","645.00","412.00","232.00","275.00","0.00","275.00","705.00","1332.00","645.00","687.00","937.00","863.88","412.60","0.00","12.89","425.50","245.11","186.29","382.38","166.68","735.34","1109.00","599.00","382.00","180.00","1160.83"
"Mongolia","2000","2389.20","1351.76","1037.44","1190.00","568.00","622.00","162.00","384.00","10.00","374.00","653.00","1574.00","578.00","996.00","815.00","892.16","432.56","0.00","27.04","459.60","269.73","207.49","373.48","186.74","767.71","1162.00","640.00","373.00","214.00","1227.20"
"Mongolia","2005","2549.78","1446.11","1103.67","1359.00","506.00","853.00","87.00","497.00","22.00","475.00","607.00","1856.00","528.00","1328.00","694.00","925.51","448.29","28.92","43.38","520.60","331.10","253.85","320.07","198.66","772.57","1257.00","702.00","349.00","242.00","1292.78"
"Mongolia","2008","2641.22","1507.82","1133.40","1463.00","483.00","980.00","45.00","555.00","23.00","532.00","578.00","2018.00","506.00","1512.00","623.00","965.00","467.42","45.23","30.16","542.82","362.69","272.02","294.68","204.01","770.71","1328.00","739.00","340.00","234.00","1313.22"
"Northern Mariana Islands","1990","43.78","39.32","4.47","39.00","","39.00","0.00","4.00","","4.00","0.00","43.00","","43.00","0.00","33.42","","","5.90","5.90","3.48","","","0.98","0.99","36.00","","","7.00","7.78"
"Northern Mariana Islands","1995","57.71","52.92","4.78","52.00","","52.00","1.00","5.00","","5.00","0.00","57.00","","57.00","1.00","47.10","","","5.82","5.82","4.11","","","0.67","0.67","51.00","","","7.00","6.71"
"Northern Mariana Islands","2000","69.00","64.37","4.64","63.00","","63.00","1.00","4.00","","4.00","1.00","67.00","","67.00","2.00","59.22","","","5.15","5.15","4.31","","","0.32","0.33","63.00","","","5.00","6.00"
"Northern Mariana Islands","2005","80.20","75.77","4.44","74.00","","74.00","2.00","4.00","","4.00","0.00","78.00","","78.00","2.00","71.22","","","4.55","4.55","4.26","","","0.18","0.18","75.00","","","5.00","5.20"
"Northern Mariana Islands","2008","85.36","79.60","5.76","78.00","","78.00","2.00","6.00","","6.00","0.00","84.00","","84.00","2.00","","","","","","5.53","","","0.23","0.23","","","","",""
"Mozambique","1990","13543.22","2857.08","10686.15","2086.00","629.00","1457.00","771.00","2778.00","107.00","2671.00","7908.00","4864.00","736.00","4128.00","8679.00","1028.55","200.00","914.26","714.27","1828.53","427.45","106.86","7907.75","2244.09","10258.70","1456.00","307.00","8822.00","2958.00","12087.22"
"Mozambique","1995","15945.44","4181.05","11764.39","3052.00","920.00","2132.00","1129.00","3059.00","118.00","2941.00","8705.00","6111.00","1038.00","5073.00","9834.00","1505.18","292.67","1296.13","1087.07","2675.87","470.58","117.64","8588.00","2588.17","11293.81","1976.00","411.00","9884.00","3675.00","13969.44"
"Mozambique","2000","18249.42","5600.93","12648.49","4201.00","1176.00","3025.00","1400.00","3415.00","126.00","3289.00","9233.00","7616.00","1302.00","6314.00","10633.00","2072.34","392.07","1400.23","1736.29","3528.59","505.94","126.48","8600.97","3415.09","12142.55","2578.00","518.00","10001.00","5151.00","15671.42"
"Mozambique","2005","20834.38","7187.86","13646.52","5463.00","1438.00","4025.00","1725.00","3957.00","136.00","3821.00","9690.00","9420.00","1574.00","7846.00","11415.00","2659.51","503.15","1293.81","2731.39","4528.35","545.86","136.47","8460.84","4503.35","13100.66","3206.00","639.00","9755.00","7234.00","17628.38"
"Mozambique","2008","22382.54","8249.31","14133.23","6352.00","1650.00","4702.00","1897.00","4099.00","141.00","3958.00","10034.00","10451.00","1791.00","8660.00","11931.00","3134.74","577.45","1154.90","3382.22","5114.57","565.33","141.33","8338.61","5087.96","13567.90","3700.00","718.00","9494.00","8470.00","18682.54"
"Mauritania","1990","1987.92","788.63","1199.30","284.00","118.00","166.00","505.00","312.00","0.00","312.00","887.00","596.00","118.00","478.00","1392.00","228.70","78.86","181.38","299.68","559.93","95.94","35.98","695.59","371.78","1103.36","325.00","115.00","877.00","672.00","1662.92"
"Mauritania","1995","2269.55","903.96","1365.59","371.00","190.00","181.00","533.00","437.00","55.00","382.00","929.00","808.00","245.00","563.00","1462.00","280.23","99.44","198.87","325.43","623.73","122.90","40.97","833.01","368.71","1242.69","403.00","140.00","1032.00","694.00","1866.55"
"Mauritania","2000","2603.74","1041.21","1562.53","469.00","271.00","198.00","572.00","578.00","125.00","453.00","985.00","1047.00","396.00","651.00","1557.00","395.66","145.77","208.24","291.54","645.55","140.63","62.50","1062.52","296.88","1421.90","537.00","209.00","1271.00","589.00","2066.74"
"Mauritania","2005","2985.22","1205.97","1779.25","591.00","374.00","217.00","615.00","765.00","196.00","569.00","1014.00","1356.00","570.00","786.00","1629.00","542.69","192.96","205.02","265.31","663.28","160.13","71.17","1334.44","213.51","1619.12","703.00","264.00","1539.00","479.00","2282.22"
"Mauritania","2008","3215.04","1316.34","1898.70","684.00","448.00","236.00","632.00","892.00","266.00","626.00","1007.00","1576.00","714.00","862.00","1639.00","658.17","236.94","210.61","210.61","658.17","170.88","75.95","1499.98","151.90","1727.82","829.00","313.00","1711.00","363.00","2386.04"
"Montserrat","1990","10.73","1.35","9.39","1.00","1.00","0.00","0.00","9.00","0.00","9.00","0.00","10.00","1.00","9.00","0.00","1.29","","","0.05","0.06","9.01","","","0.38","0.38","10.00","","","0.00","0.73"
"Montserrat","1995","10.23","1.31","8.92","1.00","1.00","0.00","0.00","9.00","0.00","9.00","0.00","10.00","1.00","9.00","0.00","1.26","","","0.05","0.05","8.56","","","0.36","0.36","10.00","","","0.00","0.23"
"Montserrat","2000","4.96","0.55","4.41","1.00","1.00","0.00","0.00","4.00","0.00","4.00","0.00","5.00","1.00","4.00","0.00","0.52","","","0.02","0.03","4.24","","","0.18","0.17","5.00","","","0.00","-0.04"
"Montserrat","2005","5.63","0.76","4.87","1.00","1.00","0.00","0.00","5.00","0.00","5.00","0.00","6.00","1.00","5.00","0.00","0.73","","","0.03","0.03","4.67","","","0.19","0.20","6.00","","","0.00","-0.37"
"Montserrat","2008","5.91","0.91","5.00","1.00","1.00","0.00","0.00","5.00","0.00","5.00","0.00","6.00","1.00","5.00","0.00","0.87","","","0.04","0.04","4.80","","","0.20","0.20","6.00","","","0.00","-0.09"
"Martinique","1990","359.10","350.51","8.59","351.00","347.00","4.00","0.00","","","","","","","","","","","","","","","","","","","","","","",""
"Martinique","1995","369.97","361.54","8.44","362.00","358.00","4.00","0.00","","","","","","","","","336.23","","","25.31","25.31","","","","","","","","","",""
"Martinique","2000","385.07","376.70","8.36","377.00","373.00","4.00","0.00","","","","","","","","","354.10","","","22.60","22.60","","","","","","","","","",""
"Martinique","2005","398.13","389.91","8.22","390.00","386.00","4.00","0.00","","","","","","","","","370.41","","","19.50","19.50","","","","","","","","","",""
"Martinique","2008","403.34","395.27","8.07","395.00","391.00","4.00","0.00","","","","","","","","","375.51","","","19.76","19.76","","","","","","","","","",""
"Mauritius","1990","1056.28","463.71","592.57","464.00","464.00","0.00","0.00","587.00","587.00","0.00","6.00","1051.00","1051.00","0.00","6.00","431.25","32.46","0.00","0.00","32.46","533.32","41.48","0.00","17.78","59.25","964.00","73.00","0.00","18.00","92.28"
"Mauritius","1995","1128.51","488.46","640.05","488.00","488.00","0.00","0.00","634.00","634.00","0.00","6.00","1122.00","1122.00","0.00","6.00","454.27","34.19","0.00","0.00","34.19","576.04","44.80","0.00","19.20","64.01","1030.00","79.00","0.00","19.00","98.51"
"Mauritius","2000","1194.80","509.82","684.98","510.00","510.00","0.00","0.00","678.00","678.00","0.00","7.00","1188.00","1188.00","0.00","7.00","474.13","35.69","0.00","0.00","35.69","616.48","47.95","0.00","20.55","68.50","1090.00","84.00","0.00","21.00","104.80"
"Mauritius","2005","1252.29","529.62","722.67","530.00","530.00","0.00","0.00","715.00","715.00","0.00","8.00","1245.00","1245.00","0.00","8.00","492.54","37.07","0.00","0.00","37.08","650.40","50.59","0.00","21.68","72.27","1143.00","88.00","0.00","22.00","109.29"
"Mauritius","2008","1279.80","542.24","737.56","542.00","542.00","0.00","0.00","730.00","730.00","0.00","8.00","1272.00","1272.00","0.00","8.00","504.28","37.96","0.00","0.00","37.96","663.81","51.63","0.00","22.13","73.75","1168.00","90.00","0.00","22.00","111.80"
"Malawi","1990","9451.49","1092.59","8358.90","983.00","492.00","491.00","110.00","2758.00","167.00","2591.00","5601.00","3741.00","659.00","3082.00","5711.00","546.30","447.96","43.70","54.63","546.29","3427.15","1421.01","2925.61","585.12","4931.75","3973.00","1869.00","2970.00","640.00","5478.49"
"Malawi","1995","10144.03","1345.40","8798.63","1238.00","538.00","700.00","107.00","3959.00","176.00","3783.00","4840.00","5197.00","714.00","4483.00","4947.00","672.70","551.62","40.36","80.72","672.70","4047.37","1671.74","2463.62","615.90","4751.26","4720.00","2224.00","2504.00","697.00","5424.03"
"Malawi","2000","11831.43","1795.54","10035.89","1670.00","610.00","1060.00","126.00","5821.00","201.00","5620.00","4215.00","7491.00","811.00","6680.00","4341.00","915.72","754.13","53.87","71.82","879.82","5017.95","2107.54","2207.90","702.51","5017.94","5934.00","2862.00","2262.00","775.00","5897.43"
"Malawi","2005","13654.48","2367.14","11287.34","2225.00","686.00","1539.00","142.00","7901.00","226.00","7675.00","3386.00","10126.00","912.00","9214.00","3528.00","1207.24","994.20","47.34","118.36","1159.90","6208.03","2596.09","1693.10","790.11","5079.31","7415.00","3590.00","1740.00","908.00","6239.48"
"Malawi","2008","14846.18","2785.29","12060.89","2646.00","724.00","1922.00","139.00","9287.00","241.00","9046.00","2774.00","11933.00","965.00","10968.00","2913.00","1420.50","1169.82","55.71","139.26","1364.79","6874.71","2894.61","1326.70","964.87","5186.18","8295.00","4065.00","1383.00","1104.00","6551.18"
"Malaysia","1990","18103.34","9014.38","9088.96","8474.00","7752.00","722.00","540.00","7453.00","5362.00","2091.00","1636.00","15927.00","13114.00","2813.00","2176.00","7932.65","360.58","90.14","631.01","1081.73","7362.06","272.67","818.01","636.23","1726.90","15295.00","634.00","908.00","1267.00","2808.34"
"Malaysia","1995","20593.95","11468.36","9125.59","11010.00","10436.00","574.00","458.00","8031.00","6388.00","1643.00","1095.00","19041.00","16824.00","2217.00","1553.00","10436.21","458.73","114.68","458.73","1032.15","7756.75","365.02","547.54","456.28","1368.84","18193.00","824.00","663.00","915.00","2400.95"
"Malaysia","2000","23273.62","14424.29","8849.33","14280.00","13703.00","577.00","144.00","8230.00","7079.00","1151.00","619.00","22510.00","20782.00","1728.00","763.00","13558.83","576.97","144.24","144.24","865.46","7964.39","353.97","353.97","176.99","884.94","21523.00","931.00","498.00","321.00","1750.62"
"Malaysia","2005","25633.38","17332.01","8301.37","17332.00","17159.00","173.00","0.00","8218.00","7554.00","664.00","83.00","25550.00","24713.00","837.00","83.00","16638.73","693.28","0.00","0.00","693.28","7886.30","332.05","83.01","0.00","415.07","24525.00","1025.00","83.00","0.00","1108.38"
"Malaysia","2008","27014.34","19037.81","7976.53","19038.00","18847.00","191.00","0.00","7897.00","7259.00","638.00","80.00","26935.00","26106.00","829.00","80.00","18276.30","761.51","0.00","0.00","761.51","7577.70","319.06","79.77","0.00","398.83","25854.00","1081.00","80.00","0.00","1160.34"
"Namibia","1990","1416.90","391.86","1025.04","388.00","321.00","67.00","4.00","523.00","144.00","379.00","502.00","911.00","465.00","446.00","506.00","258.63","70.53","43.10","19.59","133.23","92.25","20.50","850.78","61.50","932.79","351.00","92.00","894.00","82.00","1065.90"
"Namibia","1995","1620.21","483.03","1137.18","478.00","382.00","96.00","5.00","705.00","193.00","512.00","432.00","1183.00","575.00","608.00","437.00","309.14","86.95","62.79","24.15","173.89","125.09","22.74","909.74","79.60","1012.09","434.00","110.00","973.00","104.00","1186.21"
"Namibia","2000","1824.00","590.48","1233.51","585.00","455.00","130.00","5.00","888.00","259.00","629.00","346.00","1473.00","714.00","759.00","351.00","372.00","100.38","88.57","29.52","218.48","160.36","37.01","949.81","86.35","1073.15","532.00","137.00","1039.00","116.00","1292.00"
"Namibia","2005","2009.03","704.55","1304.48","698.00","521.00","177.00","7.00","1070.00","326.00","744.00","234.00","1768.00","847.00","921.00","241.00","429.77","119.77","119.77","35.23","274.78","195.67","39.13","965.32","104.36","1108.81","626.00","159.00","1085.00","139.00","1383.03"
"Namibia","2008","2129.86","783.53","1346.32","776.00","564.00","212.00","8.00","1185.00","364.00","821.00","161.00","1961.00","928.00","1033.00","169.00","470.12","133.20","141.04","39.18","313.41","228.88","53.85","982.82","80.78","1117.44","699.00","187.00","1124.00","120.00","1430.86"
"Niger","1990","7903.94","1214.68","6689.27","692.00","255.00","437.00","523.00","2074.00","0.00","2074.00","4615.00","2766.00","255.00","2511.00","5138.00","230.79","170.05","315.82","498.02","983.89","133.79","66.89","6354.80","133.79","6555.48","365.00","237.00","6671.00","632.00","7538.94"
"Niger","1995","9301.83","1467.18","7834.65","998.00","381.00","617.00","469.00","2585.00","0.00","2585.00","5250.00","3583.00","381.00","3202.00","5719.00","337.45","249.42","352.12","528.18","1129.73","156.69","78.35","7364.57","235.04","7677.96","494.00","327.00","7717.00","763.00","8807.83"
"Niger","2000","11031.05","1785.49","9245.56","1393.00","536.00","857.00","392.00","3236.00","92.00","3144.00","6010.00","4629.00","628.00","4001.00","6402.00","482.08","357.10","392.81","553.50","1303.41","277.37","92.46","8598.37","277.37","8968.19","759.00","449.00","8991.00","831.00","10272.05"
"Niger","2005","13101.94","2134.44","10967.50","1900.00","726.00","1174.00","234.00","4058.00","110.00","3948.00","6909.00","5958.00","836.00","5122.00","7143.00","683.02","490.92","448.23","512.26","1451.42","438.70","109.67","9980.42","438.70","10528.80","1122.00","601.00","10428.00","951.00","11979.94"
"Niger","2008","14704.32","2420.92","12283.40","2324.00","896.00","1428.00","97.00","4791.00","123.00","4668.00","7492.00","7115.00","1019.00","6096.00","7589.00","823.11","605.23","484.18","508.39","1597.81","491.34","245.67","11177.89","368.50","11792.06","1314.00","851.00","11662.00","877.00","13390.32"
