country,year,total,urban,rural,urban_water_improved,urban_water_piped,urban_water_otherimproved,urban_water_unimproved,rural_water_improved,rural_water_piped,rural_water_otherimproved,rural_water_unimproved,total_water_improved,total_water_piped,total_water_otherimproved,total_water_unimproved,urban_sanitation_improved,urban_sanitation_shared,urban_sanitation_opendefecation,urban_sanitation_otherunimproved,urban_sanitation_unimproved,rural_sanitation_improved,rural_sanitation_shared,rural_sanitation_opendefecation,rural_sanitation_otherunimproved,rural_sanitation_unimproved,total_sanitation_improved,total_sanitation_shared,total_sanitation_opendefecation,total_sanitation_otherunimproved,total_sanitation_unimproved
"Cape Verde","2008","498.67","297.48","201.19","253.00","137.00","116.00","44.00","165.00","54.00","111.00","36.00","418.00","191.00","227.00","80.00","193.36","","98.17","5.95","104.12","76.45","","112.67","12.07","124.74","269.00","","211.00","18.00","229.67"
"Costa Rica","1990","3078.29","1560.32","1517.97","1545.00","1435.00","110.00","15.00","1305.00","1078.00","227.00","213.00","2850.00","2513.00","337.00","228.00","1466.70","62.41","15.60","15.60","93.62","1381.35","60.72","60.72","15.18","136.62","2848.00","123.00","77.00","31.00","230.29"
"Costa Rica","1995","3478.64","1940.70","1537.94","1921.00","1824.00","97.00","20.00","1353.00","1169.00","184.00","185.00","3274.00","2993.00","281.00","205.00","1843.67","77.63","19.41","0.00","97.03","1414.91","61.52","46.14","15.38","123.03","3259.00","140.00","65.00","15.00","219.64"
"Costa Rica","2000","3930.86","2319.37","1611.50","2296.00","2250.00","46.00","23.00","1434.00","1305.00","129.00","177.00","3730.00","3555.00","175.00","200.00","2203.40","92.77","23.19","0.00","115.97","1514.81","64.46","32.23","0.00","96.69","3718.00","157.00","55.00","0.00","212.86"
"Costa Rica","2005","4328.36","2670.73","1657.63","2671.00","2671.00","0.00","0.00","1492.00","1426.00","66.00","166.00","4163.00","4097.00","66.00","166.00","2537.19","106.83","0.00","26.71","133.54","1574.75","66.31","16.58","0.00","82.88","4112.00","173.00","17.00","27.00","216.36"
"Costa Rica","2008","4519.13","2859.97","1659.15","2860.00","2860.00","0.00","0.00","1510.00","1477.00","33.00","149.00","4370.00","4337.00","33.00","149.00","2716.98","114.40","0.00","28.60","142.99","1592.79","66.37","0.00","0.00","66.36","4310.00","180.00","0.00","29.00","209.13"
"Cuba","1990","10587.12","7767.13","2819.98","7223.00","5981.00","1242.00","544.00","1495.00","846.00","649.00","1325.00","8718.00","6827.00","1891.00","1869.00","6679.73","388.36","77.67","621.37","1087.40","1804.79","282.00","169.20","564.00","1015.19","8485.00","670.00","247.00","1185.00","2102.12"
"Cuba","1995","10910.12","8103.71","2806.41","7617.00","6321.00","1296.00","487.00","1768.00","1038.00","730.00","1038.00","9385.00","7359.00","2026.00","1525.00","7131.27","405.19","81.04","486.22","972.44","1936.42","308.71","168.38","392.90","869.99","9067.00","714.00","249.00","879.00","1843.12"
"Cuba","2000","11086.83","8381.65","2705.19","7963.00","6705.00","1258.00","419.00","1975.00","1190.00","785.00","730.00","9938.00","7895.00","2043.00","1149.00","7543.48","419.08","83.82","335.27","838.17","1974.79","324.62","135.26","270.52","730.40","9518.00","744.00","219.00","606.00","1568.83"
"Cuba","2005","11193.19","8462.05","2731.14","8039.00","6854.00","1185.00","423.00","2267.00","1366.00","901.00","464.00","10306.00","8220.00","2086.00","887.00","7785.09","423.10","84.62","169.24","676.96","2130.29","327.74","81.93","191.18","600.85","9915.00","751.00","167.00","360.00","1278.19"
"Cuba","2008","11204.73","8475.26","2729.47","8136.00","6950.00","1186.00","339.00","2429.00","1474.00","955.00","300.00","10565.00","8424.00","2141.00","639.00","7966.75","423.76","0.00","84.75","508.51","2210.87","354.83","54.59","109.18","518.60","10178.00","779.00","55.00","194.00","1026.73"
"Cayman Islands","1990","26.14","26.14","0.00","","10.00","","","","","","","","","","","25.10","","","1.05","1.04","","","","","","","","","",""
"Cayman Islands","1995","32.92","32.92","0.00","31.00","17.00","14.00","2.00","","","","","","","","","31.60","","","1.32","1.32","","","","","","","","","",""
"Cayman Islands","2000","40.41","40.41","0.00","38.00","27.00","11.00","2.00","","","","","","","","","38.79","","","1.62","1.62","","","","","","","","","",""
"Cayman Islands","2005","52.58","52.58","0.00","50.00","43.00","7.00","3.00","","","","","","","","","50.48","","","2.10","2.10","","","","","","","","","",""
"Cayman Islands","2008","55.65","55.65","0.00","53.00","51.00","2.00","3.00","","","","","","","","","53.43","","","2.23","2.22","","","","","","","","","",""
"Cyprus","1990","680.60","454.47","226.12","454.00","454.00","0.00","0.00","226.00","226.00","0.00","0.00","680.00","680.00","0.00","0.00","454.47","","0.00","0.00","0.00","226.12","","0.00","0.00","0.00","680.00","","0.00","0.00","0.60"
"Cyprus","1995","731.49","497.69","233.80","498.00","498.00","0.00","0.00","234.00","234.00","0.00","0.00","732.00","732.00","0.00","0.00","497.69","","0.00","0.00","0.00","233.80","","0.00","0.00","0.00","732.00","","0.00","0.00","-0.51"
"Cyprus","2000","786.61","539.99","246.62","540.00","540.00","0.00","0.00","247.00","247.00","0.00","0.00","787.00","787.00","0.00","0.00","539.99","","0.00","0.00","0.00","246.62","","0.00","0.00","0.00","787.00","","0.00","0.00","-0.39"
"Cyprus","2005","836.00","579.55","256.45","580.00","580.00","0.00","0.00","256.00","256.00","0.00","0.00","836.00","836.00","0.00","0.00","579.55","","0.00","0.00","0.00","256.45","","0.00","0.00","0.00","836.00","","0.00","0.00","0.00"
"Cyprus","2008","862.43","602.50","259.94","602.00","602.00","0.00","0.00","260.00","260.00","0.00","0.00","862.00","862.00","0.00","0.00","602.50","","0.00","0.00","0.00","259.94","","0.00","0.00","0.00","862.00","","0.00","0.00","0.43"
"Czech Republic","1990","10303.29","7750.14","2553.16","7750.00","7518.00","232.00","0.00","2553.00","","2553.00","0.00","10303.00","","2785.00","0.00","7750.14","0.00","0.00","0.00","0.00","2502.09","51.06","0.00","0.00","51.07","10252.00","51.00","0.00","0.00","51.29"
"Czech Republic","1995","10319.38","7702.69","2616.69","7703.00","7472.00","231.00","0.00","2617.00","","2617.00","0.00","10320.00","","2848.00","0.00","7702.69","0.00","0.00","0.00","0.00","2564.35","52.33","0.00","0.00","52.34","10267.00","52.00","0.00","0.00","52.38"
"Czech Republic","2000","10224.40","7564.83","2659.57","7565.00","7338.00","227.00","0.00","2660.00","2420.00","240.00","0.00","10225.00","9758.00","467.00","0.00","7489.18","75.65","0.00","0.00","75.65","2579.78","79.79","0.00","0.00","79.79","10069.00","156.00","0.00","0.00","155.40"
"Czech Republic","2005","10194.72","7495.16","2699.56","7495.00","7270.00","225.00","0.00","2700.00","2457.00","243.00","0.00","10195.00","9727.00","468.00","0.00","7420.21","74.95","0.00","0.00","74.95","2618.57","80.99","0.00","0.00","80.99","10039.00","156.00","0.00","0.00","155.72"
"Czech Republic","2008","10319.31","7582.01","2737.30","7582.00","7355.00","227.00","0.00","2737.00","2491.00","246.00","0.00","10319.00","9846.00","473.00","0.00","7506.19","75.82","0.00","0.00","75.82","2655.18","82.12","0.00","0.00","82.12","10161.00","158.00","0.00","0.00","158.31"
"Germany","1990","79433.02","58079.84","21353.19","58080.00","58080.00","0.00","0.00","21353.00","20713.00","640.00","0.00","79433.00","78793.00","640.00","0.00","58079.84","","0.00","0.00","0.00","21353.19","","0.00","0.00","0.00","79433.00","","0.00","0.00","0.02"
"Germany","1995","81622.09","59817.57","21804.53","59818.00","59818.00","0.00","0.00","21805.00","21150.00","655.00","0.00","81623.00","80968.00","655.00","0.00","59817.57","","0.00","0.00","0.00","21804.53","","0.00","0.00","0.00","81623.00","","0.00","0.00","-0.91"
"Germany","2000","82074.78","59969.58","22105.20","59970.00","59970.00","0.00","0.00","22105.00","21442.00","663.00","0.00","82075.00","81412.00","663.00","0.00","59969.58","","0.00","0.00","0.00","22105.20","","0.00","0.00","0.00","82075.00","","0.00","0.00","-0.22"
"Germany","2005","82408.69","60450.89","21957.80","60451.00","60451.00","0.00","0.00","21958.00","21299.00","659.00","0.00","82409.00","81750.00","659.00","0.00","60450.89","","0.00","0.00","0.00","21957.80","","0.00","0.00","0.00","82409.00","","0.00","0.00","-0.31"
"Germany","2008","82264.27","60561.31","21702.96","60561.00","60561.00","0.00","0.00","21703.00","21052.00","651.00","0.00","82264.00","81613.00","651.00","0.00","60561.31","","0.00","0.00","0.00","21702.96","","0.00","0.00","0.00","82264.00","","0.00","0.00","0.27"
"Djibouti","1990","560.28","423.85","136.43","339.00","292.00","47.00","85.00","94.00","26.00","68.00","42.00","433.00","318.00","115.00","127.00","309.41","25.43","46.62","42.39","114.44","61.39","8.19","64.12","2.73","75.04","370.00","33.00","111.00","45.00","190.28"
"Djibouti","1995","623.80","497.31","126.49","403.00","348.00","55.00","94.00","85.00","23.00","62.00","41.00","488.00","371.00","117.00","135.00","358.06","24.87","49.73","64.65","139.25","53.12","6.32","60.71","6.32","73.37","411.00","31.00","111.00","71.00","212.80"
"Djibouti","2000","729.56","608.08","121.48","535.00","456.00","79.00","73.00","74.00","15.00","59.00","47.00","609.00","471.00","138.00","120.00","419.58","30.40","36.48","121.62","188.50","36.44","4.86","64.38","15.79","85.04","456.00","35.00","100.00","138.00","273.56"
"Djibouti","2005","804.94","693.01","111.93","658.00","547.00","111.00","35.00","62.00","7.00","55.00","50.00","720.00","554.00","166.00","85.00","450.46","34.65","13.86","194.04","242.55","20.15","2.24","64.92","24.62","91.78","470.00","37.00","79.00","219.00","334.94"
"Djibouti","2008","849.25","742.08","107.17","727.00","609.00","118.00","15.00","56.00","3.00","53.00","51.00","783.00","612.00","171.00","66.00","467.51","37.10","0.00","237.47","274.57","10.72","1.07","65.37","30.01","96.45","479.00","38.00","65.00","267.00","370.25"
"Dominica","1990","68.82","46.60","22.21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominica","1995","68.70","47.66","21.04","46.00","37.00","9.00","2.00","19.00","10.00","9.00","2.00","65.00","47.00","18.00","4.00","38.13","","8.58","0.95","9.53","17.67","","2.95","0.42","3.37","56.00","","12.00","1.00","12.70"
"Dominica","2000","68.07","48.40","19.67","46.00","38.00","8.00","2.00","18.00","10.00","8.00","2.00","64.00","48.00","16.00","4.00","38.72","","8.71","0.97","9.68","16.52","","2.75","0.39","3.15","56.00","","12.00","1.00","12.07"
"Dominica","2005","67.46","49.15","18.31","47.00","38.00","9.00","2.00","17.00","9.00","8.00","1.00","64.00","47.00","17.00","3.00","39.32","","8.85","0.98","9.83","15.38","","2.56","0.37","2.93","54.00","","12.00","1.00","13.46"
"Dominica","2008","66.82","48.93","17.88","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Denmark","1990","5139.95","4360.89","779.06","4361.00","4361.00","0.00","0.00","779.00","779.00","0.00","0.00","5140.00","5140.00","0.00","0.00","4360.89","","0.00","0.00","0.00","779.06","","0.00","0.00","0.00","5140.00","","0.00","0.00","-0.05"
"Denmark","1995","5227.86","4442.58","785.28","4443.00","4443.00","0.00","0.00","785.00","785.00","0.00","0.00","5228.00","5228.00","0.00","0.00","4442.58","","0.00","0.00","0.00","785.28","","0.00","0.00","0.00","5228.00","","0.00","0.00","-0.14"
"Denmark","2000","5335.39","4540.41","794.97","4540.00","","4540.00","0.00","795.00","795.00","0.00","0.00","5335.00","","4540.00","0.00","4540.41","","0.00","0.00","0.00","794.97","","0.00","0.00","0.00","5335.00","","0.00","0.00","0.39"
"Denmark","2005","5417.13","4650.93","766.20","4651.00","","4651.00","0.00","766.00","766.00","0.00","0.00","5417.00","","4651.00","0.00","4650.93","","0.00","0.00","0.00","766.20","","0.00","0.00","0.00","5417.00","","0.00","0.00","0.13"
"Denmark","2008","5458.20","4731.45","726.76","4731.00","","4731.00","0.00","727.00","727.00","0.00","0.00","5458.00","","4731.00","0.00","4731.45","","0.00","0.00","0.00","726.76","","0.00","0.00","0.00","5458.00","","0.00","0.00","0.20"
"Dominican Republic","1990","7373.67","4072.18","3301.49","3991.00","3828.00","163.00","81.00","2509.00","1519.00","990.00","792.00","6500.00","5347.00","1153.00","873.00","3379.91","366.50","122.17","203.61","692.27","2013.91","363.16","660.30","264.12","1287.58","5394.00","729.00","782.00","468.00","1979.67"
"Dominican Republic","1995","8123.67","4693.85","3429.81","4459.00","4224.00","235.00","235.00","2675.00","1646.00","1029.00","755.00","7134.00","5870.00","1264.00","990.00","3942.84","469.39","140.82","140.82","751.01","2229.38","411.58","583.07","205.79","1200.43","6172.00","881.00","724.00","347.00","1951.67"
"Dominican Republic","2000","8829.83","5512.20","3317.63","5071.00","4740.00","331.00","441.00","2654.00","1659.00","995.00","664.00","7725.00","6399.00","1326.00","1105.00","4685.37","551.22","165.37","110.24","826.83","2289.17","398.12","431.29","199.06","1028.46","6974.00","949.00","596.00","309.00","1855.83"
"Dominican Republic","2005","9533.44","6364.43","3169.01","5664.00","5282.00","382.00","700.00","2630.00","1680.00","950.00","539.00","8294.00","6962.00","1332.00","1239.00","5473.41","636.44","127.29","127.29","891.02","2281.69","411.97","316.90","158.45","887.32","7755.00","1048.00","444.00","285.00","1778.44"
"Dominican Republic","2008","9952.71","6873.34","3079.37","5980.00","5499.00","481.00","893.00","2587.00","1663.00","924.00","492.00","8567.00","7162.00","1405.00","1385.00","5979.81","687.33","137.47","68.73","893.53","2278.73","400.32","215.56","184.76","800.64","8259.00","1087.00","353.00","254.00","1693.71"
"Algeria","1990","25282.52","13168.40","12114.12","13168.00","11457.00","1711.00","0.00","10660.00","5815.00","4845.00","1454.00","23828.00","17272.00","6556.00","1454.00","13036.71","","0.00","131.68","131.69","9327.87","","1817.12","969.13","2786.25","22365.00","","1817.00","1101.00","2917.52"
"Algeria","1995","28265.29","15827.72","12437.58","15511.00","13612.00","1899.00","317.00","10696.00","6094.00","4602.00","1742.00","26207.00","19706.00","6501.00","2059.00","15669.44","","0.00","158.28","158.28","9701.31","","1865.64","870.63","2736.27","25370.00","","1866.00","1029.00","2895.29"
"Algeria","2000","30506.05","18245.67","12260.38","16968.00","15326.00","1642.00","1278.00","10299.00","6375.00","3924.00","1961.00","27267.00","21701.00","5566.00","3239.00","18063.21","","182.46","0.00","182.46","10053.51","","1716.45","490.42","2206.87","28117.00","","1898.00","490.00","2389.05"
"Algeria","2005","32854.54","20804.48","12050.06","18308.00","17060.00","1248.00","2496.00","9761.00","6628.00","3133.00","2289.00","28069.00","23688.00","4381.00","4785.00","20388.39","","208.04","208.04","416.09","10363.05","","1446.01","241.00","1687.01","30751.00","","1654.00","449.00","2103.54"
"Algeria","2008","34373.43","22434.85","11938.58","19070.00","17948.00","1122.00","3365.00","9431.00","6686.00","2745.00","2508.00","28501.00","24634.00","3867.00","5873.00","21986.15","","224.35","224.35","448.70","10505.95","","1193.86","238.77","1432.63","32492.00","","1418.00","463.00","1881.43"
"Ecuador","1990","10278.49","5662.42","4616.07","4587.00","3737.00","850.00","1075.00","2862.00","1108.00","1754.00","1754.00","7449.00","4845.00","2604.00","2829.00","4869.68","113.25","396.37","283.12","792.74","2215.71","92.32","1800.27","507.77","2400.36","7086.00","205.00","2196.00","791.00","3192.49"
"Ecuador","1995","11406.76","6589.23","4817.53","5667.00","4942.00","725.00","922.00","3372.00","1927.00","1445.00","1446.00","9039.00","6869.00","2170.00","2368.00","5864.42","131.78","329.46","263.57","724.81","2842.34","144.53","1493.44","337.23","1975.19","8706.00","277.00","1822.00","601.00","2700.76"
"Ecuador","2000","12310.31","7423.00","4887.32","6755.00","6310.00","445.00","668.00","3812.00","2688.00","1124.00","1075.00","10567.00","8998.00","1569.00","1743.00","6829.16","222.69","222.69","148.46","593.84","3421.12","146.62","1075.21","244.37","1466.20","10250.00","370.00","1298.00","392.00","2060.31"
"Ecuador","2005","13062.51","8309.19","4753.32","7977.00","7811.00","166.00","332.00","4088.00","3375.00","713.00","665.00","12065.00","11186.00","879.00","997.00","7893.73","249.28","83.09","83.09","415.46","3850.19","190.13","570.40","142.60","903.13","11744.00","439.00","653.00","226.00","1318.51"
"Ecuador","2008","13481.43","8851.50","4629.93","8586.00","8497.00","89.00","265.00","4074.00","3426.00","648.00","556.00","12660.00","11923.00","737.00","821.00","8497.44","265.54","0.00","88.51","354.06","3889.14","185.20","416.69","138.90","740.79","12386.00","451.00","417.00","228.00","1095.43"
"Egypt","1990","57784.85","25123.70","32661.15","24119.00","22611.00","1508.00","1005.00","28089.00","12738.00","15351.00","4572.00","52208.00","35349.00","16859.00","5577.00","22862.56","753.71","1004.95","502.47","2261.14","18616.86","1306.45","5552.40","7185.45","14044.29","41480.00","2060.00","6557.00","7687.00","16304.85"
"Egypt","1995","63857.70","27340.04","36517.66","26520.00","25153.00","1367.00","820.00","32866.00","18989.00","13877.00","3652.00","59386.00","44142.00","15244.00","4472.00","25426.23","820.20","820.20","273.40","1913.81","24832.01","1825.88","4382.12","5477.65","11685.65","50258.00","2646.00","5202.00","5751.00","13599.70"
"Egypt","2000","70173.79","29917.90","40255.90","29619.00","28422.00","1197.00","299.00","37438.00","26166.00","11272.00","2818.00","67057.00","54588.00","12469.00","3117.00","28422.00","897.54","598.36","0.00","1495.90","31802.16","2012.79","2817.91","3623.03","8453.74","60224.00","2911.00","3416.00","3623.00","9949.79"
"Egypt","2005","77154.41","32897.87","44256.54","32898.00","32240.00","658.00","0.00","42486.00","34963.00","7523.00","1771.00","75384.00","67203.00","8181.00","1771.00","31910.93","986.94","328.98","0.00","986.94","39830.89","2655.39","442.57","1327.70","4425.65","71742.00","3642.00","772.00","999.00","5412.41"
"Egypt","2008","81527.17","34786.01","46741.16","34786.00","34438.00","348.00","0.00","45806.00","40665.00","5141.00","935.00","80592.00","75103.00","5489.00","935.00","33742.43","1043.58","0.00","0.00","1043.58","43001.86","2804.47","0.00","934.82","3739.30","76744.00","3848.00","0.00","935.00","4783.17"
"Eritrea","1990","3157.90","498.95","2658.96","309.00","200.00","109.00","190.00","1037.00","0.00","1037.00","1622.00","1346.00","200.00","1146.00","1812.00","289.39","","159.66","49.89","209.56","0.00","","2658.96","0.00","2658.96","289.00","","2819.00","50.00","2868.90"
"Eritrea","1995","3206.11","532.02","2674.09","340.00","218.00","122.00","192.00","1123.00","0.00","1123.00","1551.00","1463.00","218.00","1245.00","1743.00","303.25","","180.89","47.88","228.77","26.74","","2647.35","0.00","2647.35","330.00","","2828.00","48.00","2876.11"
"Eritrea","2000","3657.33","650.24","3007.09","455.00","273.00","182.00","195.00","1504.00","0.00","1504.00","1503.00","1959.00","273.00","1686.00","1698.00","351.13","","247.09","52.02","299.11","60.14","","2916.88","30.07","2946.95","411.00","","3164.00","82.00","3246.33"
"Eritrea","2005","4473.12","868.41","3604.71","643.00","365.00","278.00","225.00","2055.00","0.00","2055.00","1550.00","2698.00","365.00","2333.00","1775.00","451.57","","356.05","60.79","416.84","144.19","","3460.52","0.00","3460.52","596.00","","3817.00","61.00","3877.12"
"Eritrea","2008","4926.87","1017.01","3909.87","753.00","427.00","326.00","264.00","2229.00","0.00","2229.00","1681.00","2982.00","427.00","2555.00","1945.00","528.84","","416.97","71.19","488.17","156.39","","3753.47","0.00","3753.48","685.00","","4170.00","71.00","4241.87"
"Western Sahara","1990","220.78","190.21","30.56","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Sahara","1995","259.03","225.75","33.28","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Sahara","2000","315.31","264.43","50.89","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Sahara","2005","440.43","355.84","84.59","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Sahara","2008","496.75","404.43","92.32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","1990","38839.28","29265.79","9573.50","29266.00","28973.00","293.00","0.00","9573.00","9573.00","0.00","0.00","38839.00","38546.00","293.00","0.00","29265.79","","0.00","0.00","0.00","9573.50","","0.00","0.00","0.00","38839.00","","0.00","0.00","0.28"
"Spain","1995","39390.68","29880.20","9510.49","29880.00","29581.00","299.00","0.00","9510.00","9510.00","0.00","0.00","39390.00","39091.00","299.00","0.00","29880.20","","0.00","0.00","0.00","9510.49","","0.00","0.00","0.00","39390.00","","0.00","0.00","0.68"
"Spain","2000","40264.34","30706.39","9557.95","30706.00","30399.00","307.00","0.00","9558.00","9558.00","0.00","0.00","40264.00","39957.00","307.00","0.00","30706.39","","0.00","0.00","0.00","9557.95","","0.00","0.00","0.00","40264.00","","0.00","0.00","0.34"
"Spain","2005","43060.26","33036.26","10024.00","33036.00","32706.00","330.00","0.00","10024.00","10024.00","0.00","0.00","43060.00","42730.00","330.00","0.00","33036.26","","0.00","0.00","0.00","10024.00","","0.00","0.00","0.00","43060.00","","0.00","0.00","0.26"
"Spain","2008","44486.40","34299.02","10187.39","34299.00","33956.00","343.00","0.00","10187.00","10187.00","0.00","0.00","44486.00","44143.00","343.00","0.00","34299.02","","0.00","0.00","0.00","10187.39","","0.00","0.00","0.00","44486.00","","0.00","0.00","0.40"
"Estonia","1990","1567.49","1114.92","452.56","1104.00","1026.00","78.00","11.00","439.00","231.00","208.00","14.00","1543.00","1257.00","286.00","25.00","","","","","","","","","","","","","","",""
"Estonia","1995","1439.38","1007.27","432.12","997.00","937.00","60.00","10.00","419.00","238.00","181.00","13.00","1416.00","1175.00","241.00","23.00","966.98","40.29","0.00","0.00","40.29","406.19","25.93","0.00","0.00","25.93","1373.00","66.00","0.00","0.00","66.38"
"Estonia","2000","1370.34","951.01","419.32","942.00","903.00","39.00","9.00","407.00","273.00","134.00","12.00","1349.00","1176.00","173.00","21.00","912.97","38.04","0.00","0.00","38.04","394.16","25.16","0.00","0.00","25.16","1307.00","63.00","0.00","0.00","63.34"
"Estonia","2005","1346.84","934.71","412.13","925.00","907.00","18.00","10.00","400.00","309.00","91.00","12.00","1325.00","1216.00","109.00","22.00","897.32","37.39","0.00","0.00","37.39","387.41","24.73","0.00","0.00","24.72","1284.00","62.00","0.00","0.00","62.84"
"Estonia","2008","1341.39","931.15","410.24","922.00","903.00","19.00","9.00","398.00","308.00","90.00","12.00","1320.00","1211.00","109.00","21.00","893.90","37.25","0.00","0.00","37.25","385.62","24.61","0.00","0.00","24.62","1280.00","62.00","0.00","0.00","61.39"
"Ethiopia","1990","48292.44","6094.99","42197.45","4693.00","609.00","4084.00","1402.00","3376.00","0.00","3376.00","38821.00","8069.00","609.00","7460.00","40223.00","1279.95","1523.75","2864.64","426.65","4815.04","421.97","0.00","41775.47","0.00","41775.48","1702.00","1524.00","44640.00","427.00","46590.44"
"Ethiopia","1995","56982.91","7920.62","49062.28","6495.00","1267.00","5228.00","1426.00","5887.00","0.00","5887.00","43175.00","12382.00","1267.00","11115.00","44601.00","1821.74","2138.57","3089.04","871.27","6098.88","981.25","490.62","47590.41","0.00","48081.03","2803.00","2630.00","50679.00","871.00","54179.91"
"Ethiopia","2000","65514.63","9761.68","55752.95","8590.00","2538.00","6052.00","1172.00","10036.00","0.00","10036.00","45717.00","18626.00","2538.00","16088.00","46889.00","2538.04","2928.50","2538.04","1757.10","7223.64","2787.65","557.53","47947.53","4460.24","52965.30","5326.00","3487.00","50486.00","6217.00","60188.63"
"Ethiopia","2005","74660.90","11992.03","62668.87","11392.00","4317.00","7075.00","600.00","15041.00","0.00","15041.00","47628.00","26433.00","4317.00","22116.00","48228.00","3357.77","3957.37","1678.88","2998.01","8634.26","4386.82","1253.38","47001.65","10027.02","58282.05","7745.00","5210.00","48681.00","13025.00","66915.90"
"Ethiopia","2008","80713.44","13656.71","67056.72","13384.00","5463.00","7921.00","273.00","17435.00","0.00","17435.00","49622.00","30819.00","5463.00","25356.00","49895.00","3960.45","4643.28","1092.54","3960.45","9696.26","5364.54","1341.13","47610.27","12740.78","61692.18","9325.00","5984.00","48703.00","16701.00","71388.44"
"Finland","1990","4986.44","3062.92","1923.52","3063.00","2940.00","123.00","0.00","1924.00","1635.00","289.00","0.00","4987.00","4575.00","412.00","0.00","3062.92","","0.00","0.00","0.00","1923.52","","0.00","0.00","0.00","4987.00","","0.00","0.00","-0.56"
"Finland","1995","5107.80","3134.91","1972.89","3135.00","3072.00","63.00","0.00","1973.00","1736.00","237.00","0.00","5108.00","4808.00","300.00","0.00","3134.91","","0.00","0.00","0.00","1972.89","","0.00","0.00","0.00","5108.00","","0.00","0.00","-0.20"
"Finland","2000","5173.37","3162.22","2011.15","3162.00","3131.00","31.00","0.00","2011.00","1850.00","161.00","0.00","5173.00","4981.00","192.00","0.00","3162.22","","0.00","0.00","0.00","2011.15","","0.00","0.00","0.00","5173.00","","0.00","0.00","0.37"
"Finland","2005","5244.34","3270.74","1973.60","3271.00","3271.00","0.00","0.00","1974.00","1816.00","158.00","0.00","5245.00","5087.00","158.00","0.00","3270.74","","0.00","0.00","0.00","1973.60","","0.00","0.00","0.00","5245.00","","0.00","0.00","-0.66"
"Finland","2008","5304.46","3356.51","1947.96","3357.00","3357.00","0.00","0.00","1948.00","","1948.00","0.00","5305.00","","1948.00","0.00","3356.51","","0.00","0.00","0.00","1947.96","","0.00","0.00","0.00","5305.00","","0.00","0.00","-0.54"
"Fiji","1990","723.56","301.08","422.48","277.00","","277.00","24.00","","","","","","","","","276.99","","","24.09","24.09","","","","","","","","","",""
"Fiji","1995","767.94","349.38","418.56","325.00","112.00","213.00","24.00","","29.00","","","","141.00","","","328.42","","","20.96","20.96","","","","","","","","","",""
"Fiji","2000","801.68","387.41","414.27","360.00","124.00","236.00","27.00","","29.00","","","","153.00","","","371.92","","","15.50","15.49","","","","","","","","","",""
"Fiji","2005","828.05","420.90","407.15","","135.00","","","","29.00","","","","164.00","","","","","","","","","","","","","","","","",""
"Fiji","2008","844.05","441.93","402.12","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"France","1990","56842.02","42094.92","14747.09","42095.00","42095.00","0.00","0.00","14747.00","14010.00","737.00","0.00","56842.00","56105.00","737.00","0.00","42094.92","","0.00","0.00","0.00","14747.09","","0.00","0.00","0.00","56842.00","","0.00","0.00","0.02"
"France","1995","57999.43","43448.53","14550.90","43449.00","43449.00","0.00","0.00","14551.00","14114.00","437.00","0.00","58000.00","57563.00","437.00","0.00","43448.53","","0.00","0.00","0.00","14550.90","","0.00","0.00","0.00","58000.00","","0.00","0.00","-0.57"
"France","2000","59128.08","44793.66","14334.42","44794.00","44794.00","0.00","0.00","14334.00","14191.00","143.00","0.00","59128.00","58985.00","143.00","0.00","44793.66","","0.00","0.00","0.00","14334.42","","0.00","0.00","0.00","59128.00","","0.00","0.00","0.08"
"France","2005","61013.20","46798.34","14214.85","46798.00","46798.00","0.00","0.00","14215.00","14215.00","0.00","0.00","61013.00","61013.00","0.00","0.00","46798.34","","0.00","0.00","0.00","14214.85","","0.00","0.00","0.00","61013.00","","0.00","0.00","0.20"
"France","2008","62036.00","47974.30","14061.70","47974.00","47974.00","0.00","0.00","14062.00","14062.00","0.00","0.00","62036.00","62036.00","0.00","0.00","47974.30","","0.00","0.00","0.00","14061.70","","0.00","0.00","0.00","62036.00","","0.00","0.00","0.00"
"Micronesia (Federated States of)","1990","96.31","24.87","71.44","23.00","","23.00","2.00","62.00","","62.00","9.00","85.00","","85.00","11.00","13.68","","","11.19","11.19","14.29","","","57.16","57.15","28.00","","","68.00","68.31"
"Micronesia (Federated States of)","1995","107.00","26.88","80.12","25.00","","25.00","2.00","72.00","","72.00","8.00","97.00","","97.00","10.00","15.05","","","11.83","11.83","14.42","","","65.93","65.70","29.00","","","78.00","78.00"
"Micronesia (Federated States of)","2000","107.10","23.92","83.18","22.00","","22.00","2.00","77.00","","77.00","6.00","99.00","","99.00","8.00","14.11","","","9.81","9.81","13.31","","","69.87","69.87","27.00","","","80.00","80.10"
